stu_id,stuf_name,stul_name,stu_add,stu_dob,stu_email,stu_gender
990,Leann,Henden,Cabanas,1992-06-10,lhendenrh@howstuffworks.com,Female
991,Reina,Scogin,Zarszyn,1992-10-02,rscoginri@constantcontact.com,Male
992,Farica,Silley,Mungui,1997-04-19,fsilleyrj@nih.gov,Male
993,Etan,Wayte,Minyat an Nasr,1986-09-15,ewayterk@wired.com,Female
994,Jerrilee,Manzell,Przelewice,1986-06-15,jmanzellrl@dailymotion.com,Female
995,Annabal,Massingham,Minyat an Nasr,1994-08-18,amassinghamrm@eepurl.com,Male
996,Sayres,Weiner,Akim Swedru,1993-12-31,sweinerrn@army.mil,Female
997,Conney,Cromarty,Minyat an Nasr,1999-01-18,ccromartyro@marketwatch.com,Male
998,Gusty,Myott,Zarszyn,1994-06-22,gmyottrp@kickstarter.com,Female
999,Wye,Rousby,Onsala,1997-08-03,wrousbyrq@cargocollective.com,Female
1000,Beckie,Rubinsky,Mungui,1997-06-13,brubinskyrr@smugmug.com,Male
